"Current Assigned Rank","Programme Preference","Programme Type","Programme Title","Programme Description","Unit of Application","Group","Foundation School","Duration","Pattern","Places Available","Placement 1: Year","Placement 1: Employer/Trust","Placement 1: Site","Placement 1: Location","Placement 1: Specialty","Placement 1: Description","Placement 2: Year","Placement 2: Employer/Trust","Placement 2: Site","Placement 2: Location","Placement 2: Specialty","Placement 2: Description","Placement 3: Year","Placement 3: Employer/Trust","Placement 3: Site","Placement 3: Location","Placement 3: Specialty","Placement 3: Description","Placement 4: Year","Placement 4: Employer/Trust","Placement 4: Site","Placement 4: Location","Placement 4: Specialty","Placement 4: Description","Placement 5: Year","Placement 5: Employer/Trust","Placement 5: Site","Placement 5: Location","Placement 5: Specialty","Placement 5: Description","Placement 6: Year","Placement 6: Employer/Trust","Placement 6: Site","Placement 6: Location","Placement 6: Specialty","Placement 6: Description","Placement 7: Year","Placement 7: Employer/Trust","Placement 7: Site","Placement 7: Location","Placement 7: Specialty","Placement 7: Description","Placement 8: Year","Placement 8: Employer/Trust","Placement 8: Site","Placement 8: Location","Placement 8: Specialty","Placement 8: Description","Programme Name","Programme Number","Tags"
"0","23/EAN/01/RDD01/029","FP","23/EAN/01/RDD01/029","F1 - General Surgery (Breast), Gastroenterology, General Psychiatry.  F2 - Geriatric Medicine, Emergency Medicine, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Breast","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Gastroenterology","General (Internal) Medicine","F1","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","General (internal) Medicine","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/030","FP","23/EAN/01/RDD01/030","F1 - Cardiology, Paediatrics , General Surgery (Vascular).  F2 - Emergency Medicine, Trauma and Orthopaedic Surgery, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Cardiology","General (Internal) Medicine","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Paediatrics","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Vascular","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/031","FP","23/EAN/01/RDD01/031","F1 - Urology, Endocrinology and Diabetes Mellitus, Paediatrics.  F2 - Acute Internal Medicine, Emergency Medicine, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Urology","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Endocrinology and Diabetes Mellitus","General (Internal) Medicine","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Paediatrics","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/032","FP","23/EAN/01/RDD01/032","F1 - Paediatrics, Urology, Endocrinology and Diabetes Mellitus.  F2 - General Surgery (Colorectal), General Practice, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Paediatrics","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Urology","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Endocrinology and Diabetes Mellitus","General (Internal) Medicine","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Colorectal Surgery","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/033","FP","23/EAN/01/RDD01/033","F1 - Trauma and Orthopaedic Surgery, Renal Medicine, Geriatric Medicine.  F2 - General Practice, Emergency Medicine, General Surgery (Colorectal).  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Renal Medicine","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Colorectal","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/034","FP","23/EAN/01/RDD01/034","F1 - Renal Medicine, Geriatric Medicine, Trauma and Orthopaedic Surgery.  F2 - General Practice, Acute Internal Medicine, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Renal Medicine","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/035","FP","23/EAN/01/RDD01/035","F1 - Geriatric Medicine, Trauma and Orthopaedic Surgery, Renal Medicine.  F2 – Emergency medicine, General Psychiatry, Cardio-thoracic Surgery  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Renal Medicine","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Cardio-thoracic surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/036","FP","23/EAN/01/RDD01/036","F1 - Urology, GIM (Oncology), General Surgery (Colorectal).  F2 - Acute Internal Medicine, Emergency Medicine, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Urology","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Oncology","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Colorectal","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/037","FP","23/EAN/01/RDD01/037","F1 - Cardiology, General Surgery (Colorectal), Acute Internal Medicine.  F2 - General Practice, Trauma and Orthopaedic Surgery, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Cardiology","CTC","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Colorectal","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","AMU","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/038","FP","23/EAN/01/RDD01/038","F1 - General Surgery (Colorectal), Urology, GIM (Oncology).  F2 - Emergency Medicine, General Practice, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Colorectal","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Urology","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Oncology","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/039","FP","23/EAN/01/RDD01/039","F1 - Urology, Cardiology, Renal Medicine.  F2 - Trauma and Orthopaedic Surgery, Acute Internal Medicine, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Urology","General Surgery","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Cardiology","CTC","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Renal Medicine","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","AMU","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/040","FP","23/EAN/01/RDD01/040","F1 - Cardiology, Renal Medicine, Urology.  F2 - General Practice, General Surgery (Colorectal), Acute Internal Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Cardiology","CTC","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Renal Medicine","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Urology","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Colorectal","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/044","FP","23/EAN/01/RDD01/044","F1 - Paediatrics, General Surgery (Vascular), General (Internal) Medicine (Respiratory).  F2 - Trauma and Orthopaedic Surgery, General Practice, Geriatric Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Paediatrics","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Vascular","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Respiratory","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/045","FP","23/EAN/01/RDD01/045","F1 - General Surgery (Vascular), General (Internal) Medicine (Respiratory), Paediatrics.  F2 - General Practice, Geriatric Medicine, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Vascular","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Respiratory","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Paediatrics","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/046","FP","23/EAN/01/RDD01/046","F1 - General (Internal) Medicine (Respiratory), Paediatrics, General Surgery (Vascular).  F2 - Geriatric Medicine, Trauma and Orthopaedic Surgery, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Respiratory","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Paediatrics","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Vascular","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/047/W","FP","23/EAN/01/RDD01/047/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/048/W","FP","23/EAN/01/RDD01/048/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/049/W","FP","23/EAN/01/RDD01/049/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/001","FP","23/EAN/01/RWG01/001","F1 - Gastroenterology, General  Psychiatry, Acute Internal Medicine.  F2 - Emergency Medicine, Trauma and Orthopaedic Surgery, Geriatic Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Gastroenterology","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Psychiatry","You are expected to take responsibility for any required travel.","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/002","FP","23/EAN/01/RWG01/002","F1 - Acute Internal Medicine, Gastroenterology, General Psychiatry.  F2 - Geriatic Medicine, Emergency Medicine, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Gastroenterology","","F1","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/003","FP","23/EAN/01/RWG01/003","F1 - General Psychiatry, Acute Internal Medicine, Gastroenterology. F2 - Trauma and Orthopaedic Surgery, Geriatic Medicine, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Gastroenterology","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Trauma and Orthopaedic Surgery","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/006","FP","23/EAN/01/RWG01/006","F1 - Gastroenterology,  General Surgery (Vascular), Geriatric Medicine. F2 - Public Health Medicine, Emergency Medicine, Geriatric Medicine (Orthogeriatrics). Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Gastroenterology","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Vascular","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Public Health Medicine","You are expected to take responsibility for any required travel.","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/007","FP","23/EAN/01/RWG01/007","F1 - General Surgery (Vascular), Geriatric Medicine, Gastroenterology.  F2 - Emergency Medicine, Geriatric Medicine (Orthogeriatrics), Public Health Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Vascular","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Gastroenterology","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","","","","","","","","","","","","","","","","","","","","","",""
